lat,lon,speed (m/s),heading (degrees),altitude (m),road_type
12.959789997881108,77.69958682210667,25.499261144419858,92.12333974286891,912,highway
12.992187423502312,77.57014236309034,20.07067011987325,91.2200741357689,919,highway
12.908849250205192,77.65343765778623,13.868866830018217,167.85118135002074,921,service_road
12.919598286241914,77.58038618272185,12.352966247535255,91.13440817103917,906,highway
12.904522728891054,77.59597512406079,19.529204014528624,99.96909218589356,914,highway
12.932533033076327,77.62550109264367,16.362956082207162,152.98326686247495,922,service_road
12.938867728968948,77.67473542283727,1.8681931764565685,95.94141862756457,913,highway
12.92713490317739,77.69681669383986,15.375079463109952,258.8672233838922,922,service_road
12.982873750915193,77.65365468277291,24.192108516985186,197.10643826159802,918,service_road
12.935675332669359,77.58355335643347,13.777196327908742,90.27843907577413,921,highway
12.928093450968738,77.58427140045542,1.5586973266280524,90.32051395227771,928,service_road
12.954269608315824,77.64751646031777,23.588345981520995,98.06757563789127,923,highway
12.914092422497477,77.54775542915367,6.040913464079232,98.42015661506744,919,highway
12.980219698075404,77.52209482262629,7.758625046641163,222.01657475283935,928,service_road
12.907455064367978,77.57092443152816,4.941190602968877,309.8876172895782,923,service_road
12.998688693660052,77.55744779833081,9.906451946144927,96.72847133488544,917,highway
12.977224476929665,77.55926162409119,22.70254517065905,235.3632304048062,909,service_road
12.919871568153418,77.54672155020998,15.58157578511812,126.07152516835886,908,service_road
12.90055221171236,77.50841863792728,6.1464382245213764,96.33411740242127,924,highway
12.981546142845483,77.50357478694669,26.334902344561225,98.05525913576056,907,highway
12.970685734384762,77.6975444779472,26.387455648545874,83.28875121338724,925,service_road
12.972900716804098,77.58555462674717,26.117352751380206,98.05978900867584,929,highway
12.977127034668595,77.57686532943194,7.163886341446179,95.92016842789063,928,highway
12.907404465173409,77.63592945653862,13.537180325429643,91.65901024370787,909,highway
12.935846572854427,77.543650777573,29.54968968422625,90.24684157224584,916,highway
12.911586905952513,77.68999223679005,23.16037428929971,93.62753600399152,901,highway
12.98631034258756,77.65726900288311,0.8150226367667945,95.4669632829634,905,highway
12.962329812682755,77.51788220046245,1.9561377378147615,98.39820352203489,925,highway
12.933089802485265,77.58351615515699,13.917941304369982,305.34533938078096,904,service_road
12.906355835028602,77.67582366151244,27.276606175846805,98.00206347683579,927,highway
12.931098232171566,77.68894640445828,16.161053938581425,104.41585014407516,929,service_road
12.932518332202674,77.59348030224997,14.934375241028707,72.52701157927186,908,service_road
12.972960617833806,77.62268227784215,3.1642109986989175,95.47507331885848,904,service_road
12.963755747135522,77.53340678921842,19.70340314172882,99.91453567842792,917,highway
12.988721274257633,77.6982337252274,24.663094818006766,97.26838831048238,925,highway
12.947221492516196,77.54633434027669,11.41260022522687,150.88902279913978,919,service_road
12.91195942459383,77.68854635482703,23.268355527759823,99.94415267558874,908,highway
12.9713244787223,77.62992932979847,28.934299617024347,61.88852078175756,916,service_road
12.97607850486169,77.62154735897577,6.112993773830673,93.0788638201625,926,highway
12.95612771975695,77.6025377022033,15.699888935842239,98.37530834076055,916,highway
12.977096717995456,77.54613396234355,8.614138742537266,22.996716275125024,911,service_road
12.949379559636439,77.5353056064011,23.78563257101518,114.25998601003867,906,service_road
12.952273282938199,77.54409724181403,17.327800976434727,79.31487550390831,926,service_road
12.942754101835854,77.53728765242884,19.037472526509113,97.56334269582887,902,highway
12.90254191267441,77.65591689471336,23.93742478847682,36.85215044995535,909,service_road
12.91078914269933,77.57002505183334,11.879114179873646,99.24287070794661,901,highway
12.903142918568674,77.51156853531268,27.452702052211297,93.25823460770485,924,highway
12.963641041126378,77.69382052602816,15.9908660173842,91.27774652789991,902,highway
12.931435598107633,77.6767571769927,4.73864468506044,191.81773346450194,915,service_road
12.95085706911647,77.68555045663905,20.876973545064075,309.84041584399864,901,service_road
12.99075664739261,77.69898156452929,23.797840513147634,250.1706167213427,927,service_road
12.924929222914887,77.53477904984389,9.5028503120258,99.02705510445357,923,highway
12.941038292303563,77.57924840378054,25.71537770996259,98.37263007138509,909,highway
12.975555113854305,77.65164769514082,27.184297642972993,306.342683786448,905,service_road
12.922879816549163,77.63920412361077,8.307134621334267,91.26271137107732,921,highway
12.90769799098288,77.53077918126797,29.505644181456663,98.13434482324264,925,highway
12.928975145291377,77.66316662499813,4.221345841462752,268.62466987881805,910,service_road
12.916122128725402,77.54488811436734,6.060470052074699,288.7337773018327,922,service_road
12.992969765234257,77.54476352296453,5.526745177140784,57.81373021559108,906,service_road
12.980812037956442,77.60739488457868,26.819691300236112,93.18262041385726,926,highway
12.963340375651043,77.61858798696834,19.628776569748855,98.94265118256413,928,highway
12.987146059018771,77.61601724156756,4.563128496668186,96.44902905292356,914,highway
12.98036720768991,77.51829736747955,13.20970255105047,92.88251577167368,905,highway
12.918657005888603,77.67549217252608,18.458940752094062,92.98782871054252,919,highway
12.989255899848997,77.55312000851774,2.5039225496814987,304.1895073104365,926,service_road
12.953934224191565,77.52590298425656,26.47249105222016,90.13634023905821,908,highway
12.980744015516406,77.6777496159738,24.108106063246055,93.22726572726638,921,highway
12.989609129992349,77.69113029964595,15.156203207299146,95.54356681216369,919,highway
12.931800347497187,77.67242552345309,29.013798457775113,107.28246858975194,911,service_road
12.911005192452768,77.66190321494497,12.532829378252991,225.1721017528781,918,service_road
12.922793516254194,77.63104839612781,29.523309571094934,55.74872666837566,919,service_road
12.942710778862626,77.61017147412183,20.03759996410881,98.94404388648508,902,highway
12.98180147659225,77.51739735198228,19.040138197618244,75.25333345893202,914,service_road
12.986073058325635,77.58169064261413,4.9786468588735495,250.48618809866838,901,service_road
12.900695213053119,77.57453770340247,26.45783274913932,339.9151818045987,929,service_road
12.951074730257757,77.55195075675206,12.824690637618454,98.12258120990342,920,highway
12.941741100314879,77.64468402273772,4.867002173474381,162.09965175897267,901,service_road
12.922210781047074,77.59917514701576,0.3782255992727712,96.66267861479038,921,highway
12.911986536733368,77.51620924318154,16.792670509151478,99.88835531389165,902,highway
12.933761517140363,77.54403664038996,15.82198866368029,305.01698758658057,905,service_road
12.994290970391251,77.63665175273192,21.580608671074756,93.89899746291081,914,highway
12.932320293202075,77.51522617189806,26.707741590534063,342.75443459505254,926,service_road
12.951879062174337,77.67024138280975,2.3821975392908854,91.38015487020051,909,highway
12.970301895889518,77.5990293054028,21.94489471021087,354.8893174021098,908,service_road
12.936362960237929,77.59611731546534,5.622358322927466,301.8991995122264,900,service_road
12.997178208272096,77.61848155693191,25.74531159471492,291.0853922930605,915,service_road
12.996244729494212,77.66493619318503,24.571905415849685,94.04725063829659,905,highway
12.925178229582537,77.56956184158044,16.22381264956633,3.159796301254607,908,service_road
12.949724850589238,77.63560323051182,21.307283958699344,90.65811760690576,926,highway
12.930087830981677,77.61314639279917,9.430503395512451,108.65137307856972,903,service_road
12.928484049437747,77.55340565403388,14.135036967984439,94.6381424972768,926,highway
12.903688694735454,77.67572599727103,24.64910693131415,93.20027316562391,927,highway
12.960956433397989,77.65948520432138,13.777955915196417,145.0912720617852,901,service_road
12.950267902322887,77.63169036693169,10.733947959763254,228.44032838694892,928,service_road
12.905147875125,77.67011634581885,14.826373417508997,223.62707598986995,903,service_road
12.92786464642366,77.67345884019197,24.84747757311655,43.46878892280484,900,service_road
12.990826588596665,77.64167259534301,10.056241421126181,351.7075966055841,918,service_road
12.923956189066697,77.66740266567274,5.212847794072314,96.94653772810176,925,highway
12.914489487209122,77.63949429233386,21.360420609923423,160.29864891529365,924,service_road
12.948945276027757,77.63602815435206,24.779346381242455,175.72231563614457,909,service_road
12.99856504541106,77.62372227564303,3.019124355706,96.66617084879373,920,highway
12.92420552715115,77.65054332791154,7.196223382678342,35.722654594072836,914,service_road
12.967213554740589,77.53172102105862,4.259159692829817,154.31194051507143,926,service_road
12.976161961532872,77.67617415183979,10.438242347465,92.56743496309758,921,highway
12.923763754399241,77.67436870554904,13.510529367162379,77.45602378466,918,service_road
12.972821634861186,77.50584945660691,22.464790108899194,225.8884435557862,915,service_road
12.936778313271926,77.66516335011295,19.534427546450225,332.519341517875,920,service_road
12.963230583059358,77.5257739734947,18.627857024352934,90.92500437938963,926,highway
12.96335297107609,77.56702377085183,10.571248398289633,11.682387644643256,923,service_road
12.953577468407476,77.64870165125832,25.243426592542797,96.73701733542157,921,highway
12.909028977005441,77.53215197920966,14.138615021944936,111.71056168501109,903,service_road
12.983530249558925,77.66359340482381,29.373148140454635,93.07529795490456,901,highway
12.932078006497173,77.66642683559155,19.024264148872106,87.21257673051626,929,service_road
12.918651851039986,77.60149354675217,3.7879422469350823,97.96508519723709,924,highway
12.904077514155476,77.50127717434337,20.28532686226302,92.32541331620855,912,highway
12.959089294318824,77.55740762663498,9.75312046295097,92.26033196788651,927,highway
12.967756436184228,77.62338538367516,20.589815900582924,95.51050953294933,900,highway
12.901658782892786,77.6962372356055,2.0892344448721722,95.23563579529856,916,highway
12.951209305829929,77.62636270540334,5.246443115278781,92.82262470412932,912,highway
12.922649577519794,77.55196071621283,25.67211776717359,86.04523247973961,903,service_road
12.964517279040946,77.62680114061992,6.815386710705447,226.39424291574318,906,service_road
12.9174366429005,77.60799707594317,25.1112337572882,97.71512061998487,916,highway
12.969093773810247,77.65596907903023,8.378282653632313,96.5190086556246,908,highway
12.938673534630054,77.52139612776539,19.286457301761228,98.32417183410253,903,highway
12.993672998873674,77.65220558050041,20.82451720529493,99.75473028314022,918,highway
12.9137520944146,77.60825331573523,15.379642594351587,235.29123721599117,900,service_road
12.934106635105026,77.6925984007718,9.159320300901939,90.66693881405449,909,highway
12.911347352124059,77.56837443320774,6.379331291132884,213.50022838824876,903,service_road
12.992469361827856,77.6265243786268,0.9956806368727866,176.12181170997093,908,service_road
12.987733935338099,77.68640562110201,9.118392037221714,99.32544589352452,912,highway
12.925794162771515,77.52050194559814,19.59488371593849,95.23213054970876,913,highway
12.965998404603418,77.68744569744729,28.14914455345448,105.00964225977097,909,service_road
12.98172222002012,77.63757714446017,26.136134467891562,332.7514441389209,905,service_road
12.955520081159946,77.51356741182103,22.98194329605908,95.98595107404671,915,highway
12.9529650578356,77.56019271338937,23.65342029759896,96.52949658137842,905,highway
12.924185229090046,77.64163441772907,19.94954710427986,91.53919509782905,916,highway
12.909310276780591,77.51347012029376,7.80860572698009,238.94738590513933,909,service_road
12.989721575795333,77.61643409203526,27.215850921174894,42.565821289970586,917,service_road
12.990041805716332,77.56917661139059,20.121969357175022,91.3568831779228,926,highway
12.963310145727327,77.62418310355349,16.8132189294132,311.60563923411524,921,service_road
12.93390297910487,77.5091484067625,3.3296840764044324,207.79778628322205,917,service_road
12.934920957461266,77.67430736123048,13.411666314192763,99.07735433177513,902,highway
12.972595567887025,77.69469779383549,13.81074813605779,99.96565656288982,919,highway
12.989711025995257,77.69377557105715,25.9369082856801,122.02011912544152,926,service_road
12.988708642426511,77.64993036634858,16.399446605633653,286.43768303811913,920,service_road
12.977987554585763,77.52601724802612,11.41201646911229,93.37302836467487,924,highway
12.964203164615428,77.65165263918581,29.30400985531978,99.41576852733934,927,highway
12.908413996499505,77.50491738329175,3.32161779978947,95.29713966108368,914,highway
12.916162871409462,77.5044247103058,12.676452849358338,97.32388446597555,914,highway
12.989855418852708,77.5647220438299,1.2607402551421587,99.24107715911279,903,highway
12.960642905965958,77.59772863808094,22.19712362300791,47.18110708954453,928,service_road
12.900919705161664,77.65408148356155,27.542296565974517,287.0619688468003,926,service_road
12.910147154286603,77.6366590753213,8.401119886514683,182.86152908630697,908,service_road
12.966350176910806,77.58918054127535,25.750250303973626,270.1190792951842,926,service_road
12.900506158384623,77.55472533325633,8.766546913856933,96.28119531243571,925,highway
12.91608080514175,77.69942490003154,27.323104849317456,99.3064247635196,918,highway
12.954873378936659,77.58523626044719,22.61885710790352,96.76105025814351,923,highway
12.96918951976927,77.59027740486593,24.14720330524316,168.07611568431759,927,service_road
12.96519612595026,77.53272476423834,0.540196668013635,129.49915028769706,916,service_road
12.922426930946056,77.65896190974999,28.884310712220778,193.015939050985,910,service_road
12.971217922134754,77.6387364451563,21.800129762109698,97.90014841559882,924,highway
12.92372490874968,77.54415392255775,9.142532861584,159.68280437946098,908,service_road
12.932539969815927,77.51647620912317,24.881839945765407,95.79731166134192,909,highway
12.974649140511803,77.63609986041494,8.445635952447898,93.45624993576402,917,highway
12.964963289904722,77.63090224285622,26.18261518698384,98.15769404635107,919,highway
12.984922341049417,77.55465190539964,3.3774117123581107,94.66728093767951,912,highway
12.965761289230034,77.69017271245008,21.110579323823874,90.76722826852885,907,highway
12.956830860333547,77.53021157835619,16.22095429934731,91.66052521481537,906,highway
12.90936747678281,77.58646696020853,2.896034105863224,358.8513050451992,916,service_road
12.936771580305944,77.68872318403352,7.2568148477651695,94.99302946014325,920,highway
12.926520236768173,77.58394546338522,0.3721210883194437,91.06337297348227,922,highway
12.92439896433791,77.62770518953282,14.063038963935174,10.949717090868472,914,service_road
12.997301055475244,77.57951887959256,9.037957822800012,99.41048260038377,919,highway
12.939309772466677,77.55484304046973,17.950724528932763,314.64492167113764,914,service_road
12.989204655517712,77.69679552959197,8.917134231258515,79.45653093999073,900,service_road
12.963113862599727,77.581866801263,8.99757334520954,57.04129338836615,924,service_road
12.979481130354165,77.67881984073583,22.2957959619481,90.00186528170663,913,highway
12.95026370931052,77.54599092117822,1.4442850793506035,96.13979456273394,904,highway
12.957690388462636,77.54262094080502,27.086849855759617,112.09749836133037,910,service_road
12.949251769381886,77.5062268165769,25.567916231735445,94.57443055869888,915,highway
12.919524298779805,77.63033336507517,20.034140496792194,93.96947972934292,901,highway
12.97224521152615,77.57370526874476,17.796647103221527,302.2031643154383,907,service_road
12.928077236244086,77.67287164996793,26.769074944189565,234.29995976213456,910,service_road
12.902431596643146,77.59464198133831,5.559905385861433,97.304924774823,928,highway
12.964547229590718,77.69363868558295,2.3690748657248584,63.241955984127856,917,service_road
12.917711067940704,77.53710510314062,7.185305097286143,184.7483610155387,902,service_road
12.99404585843529,77.67372463359112,23.83734836100571,257.5371661843159,929,service_road
12.995392857700258,77.65531937055835,1.0401080017944997,92.62470585121264,925,highway
12.991486439022045,77.65418436892881,17.484205052504688,95.25258418781583,900,highway
12.937015870025546,77.66895664562338,29.8631254857393,91.11208747338219,910,highway
12.901545661652888,77.6522047981886,25.670882815126184,27.108516095449108,915,service_road
12.992831856258773,77.62524406432628,15.643370671307684,92.97361531308472,917,highway
12.942818414831732,77.52624897553648,1.9092272785992703,295.39607318855536,929,service_road
12.996665481904367,77.50650523589825,24.941205431571294,96.75621309598243,915,highway
12.996361997708926,77.68416956956314,17.969355245316315,90.38086300599319,922,highway
12.985300945546737,77.62333006290415,3.4479899117870048,118.52302152290203,909,service_road
12.929444889206959,77.65930745819524,2.815718544700686,96.981984306765,917,highway
12.938509772860193,77.59630447030251,27.28880458309777,162.0850632021422,905,service_road
12.985113667151685,77.52346163779248,20.076007888142353,90.41964073443634,918,highway
12.931692200515627,77.52503715844051,24.878603979502667,93.6364535891945,903,highway
12.91694927466861,77.6371130574458,26.36936700846802,254.02150972234548,926,service_road
12.955680126245834,77.58606117897989,17.153170561449667,187.75835420794814,912,service_road
12.993615477416078,77.54010494534006,15.523390552651238,44.873074437412804,923,service_road
12.969602979667497,77.5983189093483,12.912822309629705,92.95467924626759,913,highway
12.957006117008937,77.51284178741503,9.508397633733578,95.2997034102142,902,highway
12.909717649377077,77.61639428038288,13.037878825761354,96.78391885503014,909,highway
12.961500722669918,77.55379868088703,23.216389671904693,28.516734003013493,905,service_road
12.999005385010426,77.65951182012743,18.057702930453946,16.9410166056068,900,service_road
12.914008401523652,77.56207239178471,26.77569869864538,7.001298132509222,922,service_road
12.951832965236374,77.59104402981636,13.301400431375631,98.78769249792914,923,highway
12.987737307192795,77.50232410798162,18.212687361562622,95.58352315064114,926,highway
12.974076861775421,77.51448937755892,18.93922659275966,336.8974080250162,913,service_road
12.969701574099528,77.57849871128134,17.750914869189767,93.71546511319875,907,highway
12.97024840839871,77.59598776694342,21.07901319256549,104.49183793411059,918,service_road
12.935949115121975,77.62000410962386,7.123004051244188,95.2366341605461,913,highway
12.929359184426449,77.55833251574187,15.370913326373719,93.19123489820463,909,highway
12.980936115547852,77.63899637722531,3.12674408425043,219.42212076179396,916,service_road
12.981011339467917,77.67202447943784,11.535339829344377,95.02490876826931,908,highway
12.986707231858011,77.65597019777867,14.630012058637933,92.00770974756679,928,highway
12.991324055255648,77.50792376506968,19.566727786364176,355.2075401821287,905,service_road
12.951134239886095,77.59610138945156,28.515931577586105,90.31444981779978,910,service_road
12.95015162946872,77.52098603568363,18.019531996450677,99.15788239454128,924,highway
12.979829517896677,77.54840900317251,22.307817485296795,327.1915462748413,906,service_road
12.964996393077776,77.69733251865343,15.187981784856083,93.06972282209018,916,highway
12.970196687725771,77.5284991085803,19.02312094128994,175.46626911629073,927,service_road
12.97957926694361,77.59977763069027,2.1279664840132027,96.78491168650581,927,highway
12.989000534181757,77.62363114686363,7.631747425255409,93.23099701666337,900,highway
12.933799515685154,77.64049299410883,10.855592796154161,335.1595030965303,921,service_road
12.937558295263994,77.61192973669739,14.174800650195408,93.25684802063954,904,highway
12.909398193984087,77.50195416948384,1.369462365071512,93.94136046782629,908,highway
12.957828014099617,77.56529226164879,4.20072292659953,320.55874128039085,917,service_road
12.903594227379674,77.60354232867694,8.304429233739173,94.57953968206901,923,service_road
12.946559801813246,77.51757329982897,29.14598072703152,94.69518665345633,926,highway
12.954264463470757,77.57012538624184,9.940410213091523,116.75839648930798,920,service_road
12.928654125212828,77.50664062175828,14.461231743362475,342.7718101474865,901,service_road
12.959083326056902,77.515715699431,5.882931382151789,90.10493641139945,928,highway
12.903050024993906,77.57938465524032,18.32340213227305,98.95065288851245,925,highway
12.903734818874922,77.5265431508086,8.420496465479228,211.54571518143914,910,service_road
12.982260056065966,77.61350816965232,6.209777353152804,295.41304415669333,926,service_road
12.936019064141126,77.63789299382745,15.497178853379372,141.21613494847693,927,service_road
12.91270605126519,77.66011733982182,0.16517397481262464,93.41847285498092,905,highway
12.952224326005481,77.54003004884896,0.22992097947675982,98.73874955521018,925,highway
12.97699935530986,77.53349651645182,6.572064273055734,90.12907227980992,907,highway
12.921582102749685,77.52091356806687,1.1016408750246343,92.26690652074923,903,highway
12.9622890475819,77.62728604990873,3.2407726239207415,95.66892796249536,917,highway
12.908534746499377,77.64129514529738,10.165819480162547,93.51542260049698,927,highway
12.905168172116861,77.50631722896513,24.077570387394385,96.10377495318328,910,highway
12.953135463156816,77.68724244924874,17.161459301079024,170.00151327223355,904,service_road
12.95406351216101,77.5103942567303,15.380031778692492,256.63765296410514,914,service_road
12.963742990149822,77.60825926706022,8.804664696243648,91.2709624021844,927,highway
12.972609133372266,77.64181210389019,27.952611582984492,91.8928364591601,917,highway
12.997585207946253,77.67419382474922,11.91045123711575,94.59331440800543,901,highway
12.951630034830119,77.64281738642649,2.6127830038731448,285.9056443141861,921,service_road
12.932295647294124,77.66034561661397,18.511995483534037,99.05538837928901,910,highway
12.97951861947687,77.56789003850857,3.415151804298042,337.55032078484476,925,service_road
12.927083225126207,77.6629650227493,10.356694284050763,244.69372028766023,924,service_road
12.943897142070563,77.51602296927693,15.222358161534267,205.26538743168982,912,service_road
12.907845638134226,77.6789633312121,26.226675740555272,219.6705632349004,903,service_road
12.902535074341547,77.60951847523074,14.80639741020356,339.25371820862927,921,service_road
12.996264841467793,77.6634595539925,21.06776298094993,95.03546981511886,906,highway
12.983598012051221,77.59046365690367,29.78450516997211,90.68109024723523,928,highway
12.96959742060937,77.6287155390393,3.944673596939449,192.290290608851,910,service_road
12.940895294441427,77.60528053218722,8.241945765585585,99.35378161307118,921,highway
12.917329432007085,77.64631790435106,11.837282267929393,269.5314522380958,923,service_road
12.91564370426711,77.51632599640612,12.654845356164941,76.7311629530172,903,service_road
12.92502428981646,77.51207041679811,12.330632257966373,90.14567154751279,927,highway
12.954922666470612,77.54942064680203,27.228330076696647,92.47399747058346,914,highway
12.971459592270007,77.53190893602263,21.420979334005693,98.66292435982182,900,highway
12.966019737671774,77.67435671331845,18.237156422721114,91.64628428258669,922,highway
12.927993389694594,77.54384279747161,9.281181535883462,94.15124939534721,902,highway
12.99548652806632,77.69517305116383,24.71371152663884,20.054461001488267,913,service_road
12.973789691669577,77.56737915835423,28.651815344549668,94.78335481670555,905,highway
12.95543540525114,77.53642358313775,24.635948476506798,90.21021106726216,917,highway
12.961172074623436,77.6579397014285,0.046953155744187125,98.196095530658,924,highway
12.941960006242779,77.63174155510018,19.09204110550221,21.258052004977902,900,service_road
12.924773098950116,77.59963914329063,1.5340614432630217,97.8774218830237,905,highway
12.935597267865127,77.61107271018753,7.728216610011655,37.3522836729083,905,service_road
12.975784611046437,77.64384035565446,1.7857410104331506,98.37237218221819,920,highway
12.901439348862976,77.54569094826626,18.11386358848163,95.4299813260527,915,highway
12.911607264050692,77.69926678321136,20.597697404778202,240.48117026748506,928,service_road
12.904600264202175,77.69495863242936,3.4346291419771537,96.25329959704233,904,highway
12.904072880231897,77.63006513726938,11.515166491349385,90.12341046060374,916,highway
12.9855460584011,77.53990849018582,13.68709526866626,294.18877826159076,909,service_road
12.970365785938002,77.63604564848626,11.071590652827497,97.42293538170263,927,highway
12.947417382908732,77.51443968179584,3.630750014555791,322.46148798544124,920,service_road
12.9097834160651,77.50613050044116,12.568433705624262,10.419954027612143,917,service_road
12.949161587511684,77.55153657770224,22.535341434252544,86.27248258472038,906,service_road
12.947347177078056,77.59252459134787,2.130229935997664,11.660089599358221,902,service_road
12.917320186991002,77.67365450108169,2.4054004224571033,120.90365533415375,912,service_road
12.943385164923798,77.64543381395326,10.643138755079526,98.8356472837019,914,highway
12.939850473439737,77.64854130424,28.25177134856775,92.70619994693597,919,highway
12.961585009805221,77.58509866688962,20.05717940168742,91.94162869046082,918,highway
12.963509365086765,77.5691869985094,20.360098700176945,253.97640888232203,902,service_road
12.904530400977205,77.57420775259692,10.857599725135948,67.50160456283292,903,service_road
12.937461261462648,77.69752991274721,17.809823736256153,270.21544442788553,904,service_road
12.962585991571423,77.5080218382825,0.30393552083230135,84.95877812732552,900,service_road
12.950313625858008,77.6734062992245,19.082881392286268,95.20449404165286,903,highway
12.985648984118832,77.61573508171448,27.3986084272871,99.9458198903526,911,highway
12.965869363161895,77.58772308383791,18.377204050344574,65.54272639746794,927,service_road
12.916293442708144,77.64505153208303,26.21095780399035,184.6306365757168,926,service_road
12.907056874740043,77.59733378828494,21.719191663982816,91.13540642326286,923,highway
12.964241927820632,77.67468464761633,3.6167524921107077,28.657827717302027,909,service_road
12.902651131054162,77.68014037280226,27.07359921857525,254.50427465763215,922,service_road
12.958577558127347,77.58434418537469,1.9933153306732465,235.56472547502875,924,service_road
12.994023024142496,77.55536555944701,16.019024176432914,99.02763787964508,920,highway
12.957547417787588,77.61847006571867,4.26411371380373,95.24899986725838,928,highway
12.938816992620652,77.68247266912334,0.35119832192712197,162.03954912661067,925,service_road
12.964328821844235,77.54213243780113,12.661027803829171,93.30391473665617,919,highway
12.945825289049152,77.6245933167127,8.851221229624688,237.5976420487142,923,service_road
12.954561678931594,77.6263120440185,14.580014813928091,139.9566286301749,924,service_road
12.994146480877653,77.64662260448306,17.315996602036524,94.51565586605575,912,highway
12.938610263780078,77.52631353702546,1.3121721692684207,94.49460284421278,922,service_road
12.996119056382392,77.64316499293642,3.690098853712369,209.237571896178,913,service_road
12.990535064195607,77.68180650413314,16.75927189351276,97.96484389329581,922,highway
12.91957911347893,77.53593662177406,10.295020595179746,44.791879266681654,904,service_road
12.906936130087518,77.54750866498478,21.87520462648344,215.85501361585943,903,service_road
12.910077800137744,77.69427901880833,19.56874945775819,198.12646038195035,913,service_road
